Entity,Code,Date,Retail & Recreation
Nepal,NPL,2020-04-17,-76.857
Nepal,NPL,2020-04-18,-77.143
Nepal,NPL,2020-04-19,-77.857
Nepal,NPL,2020-04-20,-78.286
Nepal,NPL,2020-04-21,-78.571
Nepal,NPL,2020-04-22,-78.286
Nepal,NPL,2020-04-23,-77.857
Nepal,NPL,2020-04-24,-77.571
Nepal,NPL,2020-04-25,-77.286
Nepal,NPL,2020-04-26,-76.714
Nepal,NPL,2020-04-27,-76.286
Nepal,NPL,2020-04-28,-75.571
Nepal,NPL,2020-04-29,-75.143
Nepal,NPL,2020-04-30,-74.857
Nepal,NPL,2020-05-01,-74.857
Nepal,NPL,2020-05-02,-74.429
Nepal,NPL,2020-05-03,-74.143
Nepal,NPL,2020-05-04,-74
Nepal,NPL,2020-05-05,-73.857
Nepal,NPL,2020-05-06,-73.429
Nepal,NPL,2020-05-07,-73.286
Nepal,NPL,2020-05-08,-72
Nepal,NPL,2020-05-09,-71
Nepal,NPL,2020-05-10,-69.857
Nepal,NPL,2020-05-11,-68.143
Nepal,NPL,2020-05-12,-66.571
Nepal,NPL,2020-05-13,-66
Nepal,NPL,2020-05-14,-65.857
Nepal,NPL,2020-05-15,-66.429
Nepal,NPL,2020-05-16,-67.286
Nepal,NPL,2020-05-17,-68.429
Nepal,NPL,2020-05-18,-69.857
Nepal,NPL,2020-05-19,-71.286
Nepal,NPL,2020-05-20,-72
Nepal,NPL,2020-05-21,-71.857
Nepal,NPL,2020-05-22,-71.714
Nepal,NPL,2020-05-23,-71.286
Nepal,NPL,2020-05-24,-70.714
Nepal,NPL,2020-05-25,-70.429
Nepal,NPL,2020-05-26,-69.857
Nepal,NPL,2020-05-27,-69.429
Nepal,NPL,2020-05-28,-68.714
Nepal,NPL,2020-05-29,-68.143
Nepal,NPL,2020-05-30,-67.571
Nepal,NPL,2020-05-31,-66.714
Nepal,NPL,2020-06-01,-65.714
Nepal,NPL,2020-06-02,-64.857
Nepal,NPL,2020-06-03,-63.857
Nepal,NPL,2020-06-04,-63.143
Nepal,NPL,2020-06-05,-63
Nepal,NPL,2020-06-06,-62.571
Nepal,NPL,2020-06-07,-61.429
Nepal,NPL,2020-06-08,-60.286
Nepal,NPL,2020-06-09,-59.571
Nepal,NPL,2020-06-10,-58.857
Nepal,NPL,2020-06-11,-57.714
Nepal,NPL,2020-06-12,-55.571
Nepal,NPL,2020-06-13,-54.143
Nepal,NPL,2020-06-14,-52.714
Nepal,NPL,2020-06-15,-51.286
Nepal,NPL,2020-06-16,-49.429
Nepal,NPL,2020-06-17,-47.286
Nepal,NPL,2020-06-18,-46.143
Nepal,NPL,2020-06-19,-45.143
Nepal,NPL,2020-06-20,-44.571
Nepal,NPL,2020-06-21,-44.714
Nepal,NPL,2020-06-22,-44
Nepal,NPL,2020-06-23,-42.714
Nepal,NPL,2020-06-24,-42.143
Nepal,NPL,2020-06-25,-41.857
Nepal,NPL,2020-06-26,-41.143
Nepal,NPL,2020-06-27,-40.143
Nepal,NPL,2020-06-28,-39
Nepal,NPL,2020-06-29,-38.286
Nepal,NPL,2020-06-30,-37.857
Nepal,NPL,2020-07-01,-37.571
Nepal,NPL,2020-07-02,-36.429
Nepal,NPL,2020-07-03,-35.857
Nepal,NPL,2020-07-04,-35.429
Nepal,NPL,2020-07-05,-34.286
Nepal,NPL,2020-07-06,-33.857
Nepal,NPL,2020-07-07,-33.857
Nepal,NPL,2020-07-08,-33.571
Nepal,NPL,2020-07-09,-33.857
Nepal,NPL,2020-07-10,-34.286
Nepal,NPL,2020-07-11,-34.286
Nepal,NPL,2020-07-12,-34.429
Nepal,NPL,2020-07-13,-34
Nepal,NPL,2020-07-14,-33.714
Nepal,NPL,2020-07-15,-33
Nepal,NPL,2020-07-16,-32
Nepal,NPL,2020-07-17,-30.571
Nepal,NPL,2020-07-18,-29.857
Nepal,NPL,2020-07-19,-30.143
Nepal,NPL,2020-07-20,-31.286
Nepal,NPL,2020-07-21,-31.286
Nepal,NPL,2020-07-22,-30.714
Nepal,NPL,2020-07-23,-30.571
Nepal,NPL,2020-07-24,-30.143
Nepal,NPL,2020-07-25,-29.143
Nepal,NPL,2020-07-26,-27.429
Nepal,NPL,2020-07-27,-25.571
Nepal,NPL,2020-07-28,-25.286
Nepal,NPL,2020-07-29,-25.143
Nepal,NPL,2020-07-30,-24.571
Nepal,NPL,2020-07-31,-24.143
Nepal,NPL,2020-08-01,-24.429
Nepal,NPL,2020-08-02,-24.429
Nepal,NPL,2020-08-03,-24.714
Nepal,NPL,2020-08-04,-24.571
Nepal,NPL,2020-08-05,-25.143
Nepal,NPL,2020-08-06,-26
Nepal,NPL,2020-08-07,-27.571
Nepal,NPL,2020-08-08,-29
Nepal,NPL,2020-08-09,-31.143
Nepal,NPL,2020-08-10,-32.143
Nepal,NPL,2020-08-11,-33.857
Nepal,NPL,2020-08-12,-35.286
Nepal,NPL,2020-08-13,-36.286
Nepal,NPL,2020-08-14,-37.714
Nepal,NPL,2020-08-15,-39
Nepal,NPL,2020-08-16,-40
Nepal,NPL,2020-08-17,-41.167
Nepal,NPL,2020-08-18,-41.6
Nepal,NPL,2020-08-19,-42.75
Nepal,NPL,2020-08-20,-44.667
Netherlands,NLD,2020-02-17,-3
Netherlands,NLD,2020-02-18,-1
Netherlands,NLD,2020-02-19,-0.2
Netherlands,NLD,2020-02-20,0
Netherlands,NLD,2020-02-21,1.143
Netherlands,NLD,2020-02-22,1.143
Netherlands,NLD,2020-02-23,2.714
Netherlands,NLD,2020-02-24,4
Netherlands,NLD,2020-02-25,5.571
Netherlands,NLD,2020-02-26,5.571
Netherlands,NLD,2020-02-27,5.286
Netherlands,NLD,2020-02-28,4.429
Netherlands,NLD,2020-02-29,3.857
Netherlands,NLD,2020-03-01,4.143
Netherlands,NLD,2020-03-02,2
Netherlands,NLD,2020-03-03,0
Netherlands,NLD,2020-03-04,-0.143
Netherlands,NLD,2020-03-05,-0.714
Netherlands,NLD,2020-03-06,-0.857
Netherlands,NLD,2020-03-07,-0.143
Netherlands,NLD,2020-03-08,-0.714
Netherlands,NLD,2020-03-09,-0.286
Netherlands,NLD,2020-03-10,-1.571
Netherlands,NLD,2020-03-11,-2.143
Netherlands,NLD,2020-03-12,-2.714
Netherlands,NLD,2020-03-13,-4.571
Netherlands,NLD,2020-03-14,-7.571
Netherlands,NLD,2020-03-15,-12
Netherlands,NLD,2020-03-16,-15.143
Netherlands,NLD,2020-03-17,-18.286
Netherlands,NLD,2020-03-18,-23
Netherlands,NLD,2020-03-19,-27.571
Netherlands,NLD,2020-03-20,-32.286
Netherlands,NLD,2020-03-21,-36.571
Netherlands,NLD,2020-03-22,-40.571
Netherlands,NLD,2020-03-23,-42.429
Netherlands,NLD,2020-03-24,-44.286
Netherlands,NLD,2020-03-25,-45.714
Netherlands,NLD,2020-03-26,-46.571
Netherlands,NLD,2020-03-27,-47
Netherlands,NLD,2020-03-28,-47.714
Netherlands,NLD,2020-03-29,-48.429
Netherlands,NLD,2020-03-30,-49.286
Netherlands,NLD,2020-03-31,-49
Netherlands,NLD,2020-04-01,-48.857
Netherlands,NLD,2020-04-02,-48.857
Netherlands,NLD,2020-04-03,-48.857
Netherlands,NLD,2020-04-04,-48.429
Netherlands,NLD,2020-04-05,-46.857
Netherlands,NLD,2020-04-06,-45.714
Netherlands,NLD,2020-04-07,-45
Netherlands,NLD,2020-04-08,-44
Netherlands,NLD,2020-04-09,-42.714
Netherlands,NLD,2020-04-10,-41.429
Netherlands,NLD,2020-04-11,-40.714
Netherlands,NLD,2020-04-12,-43.143
Netherlands,NLD,2020-04-13,-46.143
Netherlands,NLD,2020-04-14,-46.857
Netherlands,NLD,2020-04-15,-47
Netherlands,NLD,2020-04-16,-47.286
Netherlands,NLD,2020-04-17,-47.571
Netherlands,NLD,2020-04-18,-48
Netherlands,NLD,2020-04-19,-45.143
Netherlands,NLD,2020-04-20,-41.429
Netherlands,NLD,2020-04-21,-40.286
Netherlands,NLD,2020-04-22,-39.714
Netherlands,NLD,2020-04-23,-39
Netherlands,NLD,2020-04-24,-38.286
Netherlands,NLD,2020-04-25,-37.143
Netherlands,NLD,2020-04-26,-36
Netherlands,NLD,2020-04-27,-36.429
Netherlands,NLD,2020-04-28,-36.857
Netherlands,NLD,2020-04-29,-36.857
Netherlands,NLD,2020-04-30,-37.143
Netherlands,NLD,2020-05-01,-37.714
Netherlands,NLD,2020-05-02,-38
Netherlands,NLD,2020-05-03,-38.286
Netherlands,NLD,2020-05-04,-36.286
Netherlands,NLD,2020-05-05,-35.571
Netherlands,NLD,2020-05-06,-34.571
Netherlands,NLD,2020-05-07,-33.571
Netherlands,NLD,2020-05-08,-32.286
Netherlands,NLD,2020-05-09,-31.143
Netherlands,NLD,2020-05-10,-31.429
Netherlands,NLD,2020-05-11,-32.714
Netherlands,NLD,2020-05-12,-32.286
Netherlands,NLD,2020-05-13,-32.714
Netherlands,NLD,2020-05-14,-33
Netherlands,NLD,2020-05-15,-33.143
Netherlands,NLD,2020-05-16,-33.286
Netherlands,NLD,2020-05-17,-31.857
Netherlands,NLD,2020-05-18,-30.714
Netherlands,NLD,2020-05-19,-29.571
Netherlands,NLD,2020-05-20,-26.857
Netherlands,NLD,2020-05-21,-27.286
Netherlands,NLD,2020-05-22,-25.857
Netherlands,NLD,2020-05-23,-25.286
Netherlands,NLD,2020-05-24,-26.429
Netherlands,NLD,2020-05-25,-25.429
Netherlands,NLD,2020-05-26,-24.571
Netherlands,NLD,2020-05-27,-25.286
Netherlands,NLD,2020-05-28,-23.143
Netherlands,NLD,2020-05-29,-23.143
Netherlands,NLD,2020-05-30,-22.571
Netherlands,NLD,2020-05-31,-22.286
Netherlands,NLD,2020-06-01,-20.571
Netherlands,NLD,2020-06-02,-19.714
Netherlands,NLD,2020-06-03,-19
Netherlands,NLD,2020-06-04,-19.429
Netherlands,NLD,2020-06-05,-19.857
Netherlands,NLD,2020-06-06,-19.143
Netherlands,NLD,2020-06-07,-16.571
Netherlands,NLD,2020-06-08,-17.857
Netherlands,NLD,2020-06-09,-18
Netherlands,NLD,2020-06-10,-17.857
Netherlands,NLD,2020-06-11,-16.286
Netherlands,NLD,2020-06-12,-14.286
Netherlands,NLD,2020-06-13,-13.429
Netherlands,NLD,2020-06-14,-12.714
Netherlands,NLD,2020-06-15,-11.857
Netherlands,NLD,2020-06-16,-11.714
Netherlands,NLD,2020-06-17,-11.143
Netherlands,NLD,2020-06-18,-11
Netherlands,NLD,2020-06-19,-10.571
Netherlands,NLD,2020-06-20,-9.714
Netherlands,NLD,2020-06-21,-8.571
Netherlands,NLD,2020-06-22,-7.714
Netherlands,NLD,2020-06-23,-5.857
Netherlands,NLD,2020-06-24,-5
Netherlands,NLD,2020-06-25,-3.857
Netherlands,NLD,2020-06-26,-4.143
Netherlands,NLD,2020-06-27,-4.857
Netherlands,NLD,2020-06-28,-3.714
Netherlands,NLD,2020-06-29,-4.143
Netherlands,NLD,2020-06-30,-5.286
Netherlands,NLD,2020-07-01,-5.143
Netherlands,NLD,2020-07-02,-4.857
Netherlands,NLD,2020-07-03,-3.714
Netherlands,NLD,2020-07-04,-3.857
Netherlands,NLD,2020-07-05,-4.714
Netherlands,NLD,2020-07-06,-4.143
Netherlands,NLD,2020-07-07,-2.571
Netherlands,NLD,2020-07-08,-2.857
Netherlands,NLD,2020-07-09,-3.429
Netherlands,NLD,2020-07-10,-3.714
Netherlands,NLD,2020-07-11,-2.714
Netherlands,NLD,2020-07-12,-1.143
Netherlands,NLD,2020-07-13,0.143
Netherlands,NLD,2020-07-14,-0.571
Netherlands,NLD,2020-07-15,0.714
Netherlands,NLD,2020-07-16,1.429
Netherlands,NLD,2020-07-17,2
Netherlands,NLD,2020-07-18,1.571
Netherlands,NLD,2020-07-19,1.286
Netherlands,NLD,2020-07-20,2
Netherlands,NLD,2020-07-21,4.286
Netherlands,NLD,2020-07-22,4.714
Netherlands,NLD,2020-07-23,5.857
Netherlands,NLD,2020-07-24,5.714
Netherlands,NLD,2020-07-25,5.429
Netherlands,NLD,2020-07-26,6.143
Netherlands,NLD,2020-07-27,5.429
Netherlands,NLD,2020-07-28,4.857
Netherlands,NLD,2020-07-29,5
Netherlands,NLD,2020-07-30,5.143
Netherlands,NLD,2020-07-31,4
Netherlands,NLD,2020-08-01,3.571
Netherlands,NLD,2020-08-02,2.714
Netherlands,NLD,2020-08-03,2.571
Netherlands,NLD,2020-08-04,3.286
Netherlands,NLD,2020-08-05,3
Netherlands,NLD,2020-08-06,1.714
Netherlands,NLD,2020-08-07,1.286
Netherlands,NLD,2020-08-08,0
Netherlands,NLD,2020-08-09,-1.714
Netherlands,NLD,2020-08-10,-2.429
Netherlands,NLD,2020-08-11,-4.857
Netherlands,NLD,2020-08-12,-6.429
Netherlands,NLD,2020-08-13,-7.286
Netherlands,NLD,2020-08-14,-6.571
Netherlands,NLD,2020-08-15,-4.857
Netherlands,NLD,2020-08-16,-4.143
Netherlands,NLD,2020-08-17,-5.667
Netherlands,NLD,2020-08-18,-7.6
Netherlands,NLD,2020-08-19,-9.25
Netherlands,NLD,2020-08-20,-10.333
New Zealand,NZL,2020-02-17,3.333
New Zealand,NZL,2020-02-18,2.25
New Zealand,NZL,2020-02-19,2
New Zealand,NZL,2020-02-20,1.833
New Zealand,NZL,2020-02-21,2.143
New Zealand,NZL,2020-02-22,2
New Zealand,NZL,2020-02-23,2.143
New Zealand,NZL,2020-02-24,2.286
New Zealand,NZL,2020-02-25,2.286
New Zealand,NZL,2020-02-26,2.143
New Zealand,NZL,2020-02-27,2
New Zealand,NZL,2020-02-28,2
New Zealand,NZL,2020-02-29,1.857
New Zealand,NZL,2020-03-01,1.286
New Zealand,NZL,2020-03-02,0.857
New Zealand,NZL,2020-03-03,0.429
New Zealand,NZL,2020-03-04,0.143
New Zealand,NZL,2020-03-05,0.143
New Zealand,NZL,2020-03-06,0.143
New Zealand,NZL,2020-03-07,0.286
New Zealand,NZL,2020-03-08,0.571
New Zealand,NZL,2020-03-09,0.286
New Zealand,NZL,2020-03-10,0.286
New Zealand,NZL,2020-03-11,0.143
New Zealand,NZL,2020-03-12,-0.143
New Zealand,NZL,2020-03-13,-0.429
New Zealand,NZL,2020-03-14,-0.857
New Zealand,NZL,2020-03-15,-1.429
New Zealand,NZL,2020-03-16,-1.571
New Zealand,NZL,2020-03-17,-2.286
New Zealand,NZL,2020-03-18,-3
New Zealand,NZL,2020-03-19,-4.143
New Zealand,NZL,2020-03-20,-6.286
New Zealand,NZL,2020-03-21,-9.286
New Zealand,NZL,2020-03-22,-12.714
New Zealand,NZL,2020-03-23,-13.429
New Zealand,NZL,2020-03-24,-14.857
New Zealand,NZL,2020-03-25,-19.143
New Zealand,NZL,2020-03-26,-30.857
New Zealand,NZL,2020-03-27,-42
New Zealand,NZL,2020-03-28,-52.714
New Zealand,NZL,2020-03-29,-62.143
New Zealand,NZL,2020-03-30,-73
New Zealand,NZL,2020-03-31,-82.714
New Zealand,NZL,2020-04-01,-89.714
New Zealand,NZL,2020-04-02,-89.143
New Zealand,NZL,2020-04-03,-88.857
New Zealand,NZL,2020-04-04,-88.714
New Zealand,NZL,2020-04-05,-88.571
New Zealand,NZL,2020-04-06,-88.571
New Zealand,NZL,2020-04-07,-88.714
New Zealand,NZL,2020-04-08,-88.714
New Zealand,NZL,2020-04-09,-88.429
New Zealand,NZL,2020-04-10,-89.286
New Zealand,NZL,2020-04-11,-88.857
New Zealand,NZL,2020-04-12,-89.143
New Zealand,NZL,2020-04-13,-89.571
New Zealand,NZL,2020-04-14,-89.714
New Zealand,NZL,2020-04-15,-89.857
New Zealand,NZL,2020-04-16,-90.286
New Zealand,NZL,2020-04-17,-89.571
New Zealand,NZL,2020-04-18,-90
New Zealand,NZL,2020-04-19,-89.857
New Zealand,NZL,2020-04-20,-89.571
New Zealand,NZL,2020-04-21,-89.286
New Zealand,NZL,2020-04-22,-89.143
New Zealand,NZL,2020-04-23,-89
New Zealand,NZL,2020-04-24,-88.714
New Zealand,NZL,2020-04-25,-88.429
New Zealand,NZL,2020-04-26,-88
New Zealand,NZL,2020-04-27,-88
New Zealand,NZL,2020-04-28,-85.286
New Zealand,NZL,2020-04-29,-82.857
New Zealand,NZL,2020-04-30,-81.857
New Zealand,NZL,2020-05-01,-80.714
New Zealand,NZL,2020-05-02,-79.857
New Zealand,NZL,2020-05-03,-79.714
New Zealand,NZL,2020-05-04,-78.429
New Zealand,NZL,2020-05-05,-80.286
New Zealand,NZL,2020-05-06,-81.571
New Zealand,NZL,2020-05-07,-80.286
New Zealand,NZL,2020-05-08,-78.857
New Zealand,NZL,2020-05-09,-77.143
New Zealand,NZL,2020-05-10,-75
New Zealand,NZL,2020-05-11,-73.857
New Zealand,NZL,2020-05-12,-72.286
New Zealand,NZL,2020-05-13,-71
New Zealand,NZL,2020-05-14,-65.714
New Zealand,NZL,2020-05-15,-60.714
New Zealand,NZL,2020-05-16,-55
New Zealand,NZL,2020-05-17,-49.571
New Zealand,NZL,2020-05-18,-44
New Zealand,NZL,2020-05-19,-39.143
New Zealand,NZL,2020-05-20,-33.286
New Zealand,NZL,2020-05-21,-32.286
New Zealand,NZL,2020-05-22,-30.714
New Zealand,NZL,2020-05-23,-28.857
New Zealand,NZL,2020-05-24,-27.571
New Zealand,NZL,2020-05-25,-27
New Zealand,NZL,2020-05-26,-25.714
New Zealand,NZL,2020-05-27,-25.286
New Zealand,NZL,2020-05-28,-24.714
New Zealand,NZL,2020-05-29,-24.143
New Zealand,NZL,2020-05-30,-23.286
New Zealand,NZL,2020-05-31,-21.857
New Zealand,NZL,2020-06-01,-20.286
New Zealand,NZL,2020-06-02,-20.571
New Zealand,NZL,2020-06-03,-20.714
New Zealand,NZL,2020-06-04,-21.143
New Zealand,NZL,2020-06-05,-20.571
New Zealand,NZL,2020-06-06,-20
New Zealand,NZL,2020-06-07,-19.571
New Zealand,NZL,2020-06-08,-20
New Zealand,NZL,2020-06-09,-18.571
New Zealand,NZL,2020-06-10,-17.143
New Zealand,NZL,2020-06-11,-15.286
New Zealand,NZL,2020-06-12,-14.286
New Zealand,NZL,2020-06-13,-13.286
New Zealand,NZL,2020-06-14,-12.429
New Zealand,NZL,2020-06-15,-12
New Zealand,NZL,2020-06-16,-11.714
New Zealand,NZL,2020-06-17,-11.429
New Zealand,NZL,2020-06-18,-12
New Zealand,NZL,2020-06-19,-11.857
New Zealand,NZL,2020-06-20,-11.571
New Zealand,NZL,2020-06-21,-11.857
New Zealand,NZL,2020-06-22,-11.571
New Zealand,NZL,2020-06-23,-11.286
New Zealand,NZL,2020-06-24,-11.143
New Zealand,NZL,2020-06-25,-10.429
New Zealand,NZL,2020-06-26,-10.286
New Zealand,NZL,2020-06-27,-10.714
New Zealand,NZL,2020-06-28,-10.429
New Zealand,NZL,2020-06-29,-10.571
New Zealand,NZL,2020-06-30,-10.286
New Zealand,NZL,2020-07-01,-10.143
New Zealand,NZL,2020-07-02,-9.857
New Zealand,NZL,2020-07-03,-9.429
New Zealand,NZL,2020-07-04,-9
New Zealand,NZL,2020-07-05,-8.714
New Zealand,NZL,2020-07-06,-7.571
New Zealand,NZL,2020-07-07,-6.714
New Zealand,NZL,2020-07-08,-6.143
New Zealand,NZL,2020-07-09,-5.143
New Zealand,NZL,2020-07-10,-4.714
New Zealand,NZL,2020-07-11,-4.571
New Zealand,NZL,2020-07-12,-4.286
New Zealand,NZL,2020-07-13,-3.714
New Zealand,NZL,2020-07-14,-3.714
New Zealand,NZL,2020-07-15,-3.286
New Zealand,NZL,2020-07-16,-3.429
New Zealand,NZL,2020-07-17,-3.286
New Zealand,NZL,2020-07-18,-3.143
New Zealand,NZL,2020-07-19,-3
New Zealand,NZL,2020-07-20,-4
New Zealand,NZL,2020-07-21,-4.857
New Zealand,NZL,2020-07-22,-5.571
New Zealand,NZL,2020-07-23,-6
New Zealand,NZL,2020-07-24,-6.429
New Zealand,NZL,2020-07-25,-6
New Zealand,NZL,2020-07-26,-5.857
New Zealand,NZL,2020-07-27,-5.857
New Zealand,NZL,2020-07-28,-5.714
New Zealand,NZL,2020-07-29,-5.429
New Zealand,NZL,2020-07-30,-5
New Zealand,NZL,2020-07-31,-4.571
New Zealand,NZL,2020-08-01,-4.429
New Zealand,NZL,2020-08-02,-4.571
New Zealand,NZL,2020-08-03,-4.286
New Zealand,NZL,2020-08-04,-3.571
New Zealand,NZL,2020-08-05,-3
New Zealand,NZL,2020-08-06,-3
New Zealand,NZL,2020-08-07,-3.286
New Zealand,NZL,2020-08-08,-3.286
New Zealand,NZL,2020-08-09,-3.143
New Zealand,NZL,2020-08-10,-3
New Zealand,NZL,2020-08-11,-3.571
New Zealand,NZL,2020-08-12,-5.429
New Zealand,NZL,2020-08-13,-9
New Zealand,NZL,2020-08-14,-12.286
New Zealand,NZL,2020-08-15,-17
New Zealand,NZL,2020-08-16,-21.286
New Zealand,NZL,2020-08-17,-23.333
New Zealand,NZL,2020-08-18,-25.8
New Zealand,NZL,2020-08-19,-27.75
New Zealand,NZL,2020-08-20,-27
Nicaragua,NIC,2020-02-17,4
Nicaragua,NIC,2020-02-18,3
Nicaragua,NIC,2020-02-19,1.4
Nicaragua,NIC,2020-02-20,1
Nicaragua,NIC,2020-02-21,1.143
Nicaragua,NIC,2020-02-22,0.286
Nicaragua,NIC,2020-02-23,-0.429
Nicaragua,NIC,2020-02-24,-0.857
Nicaragua,NIC,2020-02-25,-1.429
Nicaragua,NIC,2020-02-26,-1.429
Nicaragua,NIC,2020-02-27,-1.714
Nicaragua,NIC,2020-02-28,-1.429
Nicaragua,NIC,2020-02-29,-0.857
Nicaragua,NIC,2020-03-01,0.286
Nicaragua,NIC,2020-03-02,0.571
Nicaragua,NIC,2020-03-03,1.143
Nicaragua,NIC,2020-03-04,1.286
Nicaragua,NIC,2020-03-05,1.857
Nicaragua,NIC,2020-03-06,1.571
Nicaragua,NIC,2020-03-07,1.286
Nicaragua,NIC,2020-03-08,0.571
Nicaragua,NIC,2020-03-09,0.143
Nicaragua,NIC,2020-03-10,0
Nicaragua,NIC,2020-03-11,0
Nicaragua,NIC,2020-03-12,-0.857
Nicaragua,NIC,2020-03-13,-1.143
Nicaragua,NIC,2020-03-14,-1.143
Nicaragua,NIC,2020-03-15,-1.571
Nicaragua,NIC,2020-03-16,-1.571
Nicaragua,NIC,2020-03-17,-2.143
Nicaragua,NIC,2020-03-18,-2.857
Nicaragua,NIC,2020-03-19,-4.714
Nicaragua,NIC,2020-03-20,-8
Nicaragua,NIC,2020-03-21,-13.286
Nicaragua,NIC,2020-03-22,-19.571
Nicaragua,NIC,2020-03-23,-23.429
Nicaragua,NIC,2020-03-24,-27.286
Nicaragua,NIC,2020-03-25,-31
Nicaragua,NIC,2020-03-26,-33.571
Nicaragua,NIC,2020-03-27,-35.429
Nicaragua,NIC,2020-03-28,-36.143
Nicaragua,NIC,2020-03-29,-36.143
Nicaragua,NIC,2020-03-30,-36.143
Nicaragua,NIC,2020-03-31,-35.571
Nicaragua,NIC,2020-04-01,-34.714
Nicaragua,NIC,2020-04-02,-33.857
Nicaragua,NIC,2020-04-03,-32.571
Nicaragua,NIC,2020-04-04,-31.571
Nicaragua,NIC,2020-04-05,-30.857
Nicaragua,NIC,2020-04-06,-30.714
Nicaragua,NIC,2020-04-07,-31
Nicaragua,NIC,2020-04-08,-31.429
Nicaragua,NIC,2020-04-09,-35
Nicaragua,NIC,2020-04-10,-40.286
Nicaragua,NIC,2020-04-11,-43.571
Nicaragua,NIC,2020-04-12,-45
Nicaragua,NIC,2020-04-13,-45.429
Nicaragua,NIC,2020-04-14,-45.429
Nicaragua,NIC,2020-04-15,-44.714
Nicaragua,NIC,2020-04-16,-40.429
Nicaragua,NIC,2020-04-17,-35
Nicaragua,NIC,2020-04-18,-31.429
Nicaragua,NIC,2020-04-19,-29.429
Nicaragua,NIC,2020-04-20,-28.429
Nicaragua,NIC,2020-04-21,-27.714
Nicaragua,NIC,2020-04-22,-27.857
Nicaragua,NIC,2020-04-23,-28.286
Nicaragua,NIC,2020-04-24,-28.429
Nicaragua,NIC,2020-04-25,-28.429
Nicaragua,NIC,2020-04-26,-28.429
Nicaragua,NIC,2020-04-27,-28.857
Nicaragua,NIC,2020-04-28,-29.143
Nicaragua,NIC,2020-04-29,-28.857
Nicaragua,NIC,2020-04-30,-27.143
Nicaragua,NIC,2020-05-01,-28.714
Nicaragua,NIC,2020-05-02,-28.286
Nicaragua,NIC,2020-05-03,-28
Nicaragua,NIC,2020-05-04,-27.429
Nicaragua,NIC,2020-05-05,-27
Nicaragua,NIC,2020-05-06,-27
Nicaragua,NIC,2020-05-07,-28.571
Nicaragua,NIC,2020-05-08,-27.286
Nicaragua,NIC,2020-05-09,-28.143
Nicaragua,NIC,2020-05-10,-29.571
Nicaragua,NIC,2020-05-11,-30.714
Nicaragua,NIC,2020-05-12,-32
Nicaragua,NIC,2020-05-13,-33.429
Nicaragua,NIC,2020-05-14,-34.571
Nicaragua,NIC,2020-05-15,-34.857
Nicaragua,NIC,2020-05-16,-35.286
Nicaragua,NIC,2020-05-17,-35.429
Nicaragua,NIC,2020-05-18,-35.714
Nicaragua,NIC,2020-05-19,-36.571
Nicaragua,NIC,2020-05-20,-36.714
Nicaragua,NIC,2020-05-21,-37.143
Nicaragua,NIC,2020-05-22,-38.143
Nicaragua,NIC,2020-05-23,-39.143
Nicaragua,NIC,2020-05-24,-40
Nicaragua,NIC,2020-05-25,-40.714
Nicaragua,NIC,2020-05-26,-40.714
Nicaragua,NIC,2020-05-27,-41.714
Nicaragua,NIC,2020-05-28,-42.286
Nicaragua,NIC,2020-05-29,-42.143
Nicaragua,NIC,2020-05-30,-40.571
Nicaragua,NIC,2020-05-31,-40.714
Nicaragua,NIC,2020-06-01,-40.429
Nicaragua,NIC,2020-06-02,-40.429
Nicaragua,NIC,2020-06-03,-40
Nicaragua,NIC,2020-06-04,-40.143
Nicaragua,NIC,2020-06-05,-40.571
Nicaragua,NIC,2020-06-06,-41.857
Nicaragua,NIC,2020-06-07,-41.143
Nicaragua,NIC,2020-06-08,-40.857
Nicaragua,NIC,2020-06-09,-40.571
Nicaragua,NIC,2020-06-10,-40
Nicaragua,NIC,2020-06-11,-39.143
Nicaragua,NIC,2020-06-12,-38.571
Nicaragua,NIC,2020-06-13,-38
Nicaragua,NIC,2020-06-14,-37.429
Nicaragua,NIC,2020-06-15,-36.571
Nicaragua,NIC,2020-06-16,-35.571
Nicaragua,NIC,2020-06-17,-35
Nicaragua,NIC,2020-06-18,-34.714
Nicaragua,NIC,2020-06-19,-34.286
Nicaragua,NIC,2020-06-20,-34
Nicaragua,NIC,2020-06-21,-34.429
Nicaragua,NIC,2020-06-22,-34.571
Nicaragua,NIC,2020-06-23,-33.714
Nicaragua,NIC,2020-06-24,-34.143
Nicaragua,NIC,2020-06-25,-34
Nicaragua,NIC,2020-06-26,-34
Nicaragua,NIC,2020-06-27,-34.429
Nicaragua,NIC,2020-06-28,-34.143
Nicaragua,NIC,2020-06-29,-34.429
Nicaragua,NIC,2020-06-30,-34.571
Nicaragua,NIC,2020-07-01,-33.714
Nicaragua,NIC,2020-07-02,-33
Nicaragua,NIC,2020-07-03,-32.286
Nicaragua,NIC,2020-07-04,-31
Nicaragua,NIC,2020-07-05,-29.714
Nicaragua,NIC,2020-07-06,-28.857
Nicaragua,NIC,2020-07-07,-29
Nicaragua,NIC,2020-07-08,-29
Nicaragua,NIC,2020-07-09,-29.286
Nicaragua,NIC,2020-07-10,-29.571
Nicaragua,NIC,2020-07-11,-29.429
Nicaragua,NIC,2020-07-12,-29.429
Nicaragua,NIC,2020-07-13,-29.714
Nicaragua,NIC,2020-07-14,-29.714
