Date,Open,High,Low,Close,Adj Close,Volume
2020-02-26,20.480000,21.230000,20.320000,21.100000,20.839539,186800
2020-02-27,21.090000,21.500000,20.639999,20.830000,20.572872,202700
2020-02-28,20.500000,21.190001,20.500000,21.150000,20.888922,192700
2020-03-02,21.250000,21.379999,20.080000,20.299999,20.049414,167300
2020-03-03,20.230000,20.400000,19.330000,19.549999,19.308672,200300
2020-03-04,19.700001,20.370001,19.450001,20.299999,20.049414,182300
2020-03-05,20.350000,21.120001,20.240000,20.900000,20.642008,161200
2020-03-06,20.490000,20.940001,20.170000,20.600000,20.345711,153900
2020-03-09,20.030001,20.320000,19.100000,19.299999,19.061758,176200
2020-03-10,19.620001,19.940001,18.230000,18.830000,18.597561,337100
2020-03-11,18.430000,18.500000,16.920000,17.330000,17.116076,143100
2020-03-12,16.400000,17.549999,15.670000,15.710000,15.516074,200300
2020-03-13,16.209999,17.100000,15.610000,16.780001,16.572866,278300
2020-03-16,15.470000,16.000000,14.010000,14.070000,13.896317,195700
2020-03-17,14.350000,16.100000,14.080000,15.630000,15.437062,189000
2020-03-18,15.130000,16.670000,14.920000,16.170000,15.970395,340300
2020-03-19,16.620001,18.150000,14.910000,15.170000,14.982739,247400
2020-03-20,15.340000,16.740000,15.340000,15.460000,15.269160,272800
2020-03-23,15.930000,16.680000,14.050000,14.100000,13.925948,269200
2020-03-24,14.600000,15.130000,13.930000,14.990000,14.804961,150100
2020-03-25,15.050000,15.670000,14.580000,14.740000,14.558047,181300
2020-03-26,14.810000,15.390000,14.020000,14.240000,14.064219,247400
2020-03-27,14.040000,15.750000,13.600000,15.510000,15.318542,260400
2020-03-30,16.260000,17.930000,15.960000,17.090000,16.879040,380200
2020-03-31,17.820000,17.850000,16.020000,16.150000,15.950644,237000
2020-04-01,15.950000,16.379999,15.360000,15.720000,15.525950,189400
2020-04-02,15.400000,15.870000,14.620000,14.900000,14.716071,170800
2020-04-03,14.990000,15.110000,13.920000,13.960000,13.787676,146600
2020-04-06,14.220000,14.810000,13.710000,14.230000,14.054343,413100
2020-04-07,14.510000,15.160000,14.410000,14.730000,14.548171,383400
2020-04-08,14.880000,15.470000,14.610000,15.080000,14.893850,225000
2020-04-09,15.330000,15.880000,15.260000,15.720000,15.525950,164900
2020-04-13,15.660000,15.780000,15.010000,15.190000,15.002492,135400
2020-04-14,15.700000,15.890000,15.000000,15.400000,15.209900,231100
2020-04-15,15.070000,15.410000,14.230000,14.490000,14.311133,188300
2020-04-16,14.560000,14.590000,13.540000,13.800000,13.629651,203200
2020-04-17,14.070000,15.120000,14.050000,14.960000,14.775332,227200
2020-04-20,14.670000,15.410000,14.430000,15.210000,15.022246,160800
2020-04-21,14.710000,15.100000,14.340000,14.850000,14.666690,188400
2020-04-22,15.080000,15.080000,14.620000,14.830000,14.646936,113600
2020-04-23,14.970000,15.220000,14.750000,14.990000,14.804961,93700
2020-04-24,15.140000,15.160000,14.680000,14.750000,14.567924,87400
2020-04-27,14.750000,15.410000,14.750000,15.110000,14.923480,364800
2020-04-28,15.500000,15.950000,15.300000,15.910000,15.713605,145300
2020-04-29,16.190001,17.350000,16.150000,17.280001,17.066694,279600
2020-04-30,16.780001,16.830000,14.550000,15.020000,14.834592,653000
2020-05-01,14.700000,15.070000,14.600000,14.810000,14.627184,153600
2020-05-04,14.600000,15.040000,14.240000,14.770000,14.587678,187000
2020-05-05,15.100000,15.440000,14.660000,14.770000,14.587678,190800
2020-05-06,15.000000,15.320000,14.880000,15.010000,14.824715,201600
2020-05-07,15.280000,15.390000,14.930000,15.270000,15.081506,179100
2020-05-08,15.600000,15.980000,15.300000,15.860000,15.741538,128000
2020-05-11,15.980000,16.020000,15.470000,15.840000,15.721688,170900
2020-05-12,15.830000,15.880000,15.480000,15.500000,15.384227,165900
2020-05-13,15.360000,15.500000,14.260000,14.470000,14.361920,491200
2020-05-14,14.110000,14.320000,13.840000,14.270000,14.163415,194100
2020-05-15,14.240000,14.450000,14.110000,14.380000,14.272593,107100
2020-05-18,14.950000,15.520000,14.780000,15.320000,15.205571,138400
2020-05-19,15.400000,16.389999,15.270000,15.790000,15.672061,286800
2020-05-20,17.360001,19.980000,17.299999,19.270000,19.126068,646800
2020-05-21,19.200001,19.219999,18.330000,18.600000,18.461073,267000
2020-05-22,18.730000,18.969999,18.230000,18.490000,18.351894,155600
2020-05-26,19.070000,19.290001,18.430000,18.459999,18.322117,148500
2020-05-27,18.490000,19.160000,17.959999,18.940001,18.798534,121100
2020-05-28,19.150000,19.320000,18.400000,18.520000,18.381670,119400
2020-05-29,18.260000,18.780001,18.139999,18.719999,18.580175,178500
2020-06-01,18.920000,18.930000,18.350000,18.370001,18.232792,178300
2020-06-02,18.370001,18.910000,18.320000,18.670000,18.530550,199600
2020-06-03,19.090000,20.090000,19.040001,19.920000,19.771214,213900
2020-06-04,19.900000,19.900000,19.000000,19.299999,19.155844,140100
2020-06-05,19.600000,20.020000,19.540001,19.799999,19.652109,156500
2020-06-08,20.170000,20.990000,19.959999,20.889999,20.733969,146700
2020-06-09,20.510000,20.629999,19.670000,20.240000,20.088823,178100
2020-06-10,20.389999,20.840000,19.600000,19.670000,19.523081,119100
2020-06-11,18.990000,19.080000,18.280001,18.370001,18.232792,202800
2020-06-12,19.080000,19.100000,18.080000,18.740000,18.600027,163300
2020-06-15,18.330000,19.420000,18.209999,19.120001,18.977188,141200
2020-06-16,19.500000,19.629999,18.790001,19.459999,19.314648,167000
2020-06-17,19.450001,19.450001,18.820000,18.990000,18.848160,99000
2020-06-18,18.830000,19.280001,18.830000,19.170000,19.026815,156000
2020-06-19,19.360001,19.389999,18.660000,19.120001,18.977188,213100
2020-06-22,19.260000,19.260000,18.540001,18.980000,18.838236,203100
2020-06-23,19.219999,19.219999,18.639999,18.670000,18.530550,91900
2020-06-24,18.480000,18.540001,18.080000,18.110001,17.974733,160700
2020-06-25,18.059999,18.059999,17.670000,18.020000,17.885405,127300
2020-06-26,17.799999,17.900000,17.430000,17.770000,17.637272,229100
2020-06-29,18.010000,18.450001,17.809999,18.250000,18.113688,140300
2020-06-30,18.090000,18.730000,17.969999,18.120001,17.984659,181500
2020-07-01,18.139999,18.209999,17.629999,17.820000,17.686897,133300
2020-07-02,18.180000,18.350000,17.570000,17.660000,17.528093,91400
2020-07-06,18.150000,18.150000,17.580000,17.920000,17.786152,126800
2020-07-07,17.670000,18.000000,17.469999,17.850000,17.716675,198400
2020-07-08,17.820000,17.820000,17.400000,17.600000,17.468542,186400
2020-07-09,17.490000,17.570000,16.740000,17.110001,16.982203,175700
2020-07-10,17.080000,17.580000,17.080000,17.570000,17.438765,83000
2020-07-13,17.879999,18.389999,17.750000,17.850000,17.716675,172900
2020-07-14,17.940001,18.180000,17.750000,18.080000,17.944956,97000
2020-07-15,18.340000,18.980000,18.340000,18.730000,18.590101,151700
2020-07-16,18.650000,19.030001,18.469999,18.950001,18.808460,124100
2020-07-17,18.959999,19.049999,18.459999,18.559999,18.421371,90400
2020-07-20,18.389999,18.430000,17.790001,18.080000,17.944956,130500
2020-07-21,18.299999,18.820000,18.090000,18.580000,18.441221,113300
2020-07-22,18.430000,18.820000,18.320000,18.750000,18.609953,99900
2020-07-23,18.920000,19.610001,18.809999,19.400000,19.255096,390800
2020-07-24,19.450001,19.629999,18.770000,18.900000,18.758831,67000
2020-07-27,18.940001,19.469999,18.629999,19.420000,19.274948,100600
2020-07-28,19.299999,19.959999,18.910000,19.650000,19.503229,144500
2020-07-29,21.870001,23.900000,21.450001,23.299999,23.125967,369500
2020-07-30,22.920000,23.170000,22.250000,23.100000,22.927462,216100
2020-07-31,22.770000,22.879999,21.200001,22.110001,21.944857,235800
2020-08-03,22.420000,22.459999,21.780001,22.250000,22.083811,176200
2020-08-04,22.180000,22.650000,22.110001,22.340000,22.173138,101600
2020-08-05,22.590000,22.700001,22.180000,22.450001,22.282316,135500
2020-08-06,22.500000,22.920000,22.410000,22.660000,22.490747,119500
2020-08-07,22.559999,23.170000,22.530001,23.070000,22.986954,156600
2020-08-10,23.070000,23.799999,23.070000,23.469999,23.385515,108400
2020-08-11,23.700001,24.010000,23.299999,23.430000,23.345659,107900
2020-08-12,23.790001,23.790001,23.170000,23.440001,23.355623,70400
2020-08-13,23.230000,23.400000,22.889999,23.219999,23.136414,66500
2020-08-14,23.070000,23.170000,22.820000,22.969999,22.887314,49500
2020-08-17,23.020000,23.040001,22.760000,22.820000,22.737854,57500
2020-08-18,22.730000,22.730000,22.309999,22.500000,22.419006,76400
2020-08-19,22.440001,23.389999,22.440001,22.860001,22.777712,91000
2020-08-20,22.559999,22.650000,22.360001,22.450001,22.369188,52800
2020-08-21,22.290001,22.350000,22.180000,22.309999,22.229691,86500
2020-08-24,22.370001,22.850000,22.180000,22.709999,22.628250,71600
2020-08-25,22.990000,23.160000,22.480000,22.570000,22.488754,83000
2020-08-26,22.510000,22.510000,22.120001,22.200001,22.120087,55500
2020-08-27,22.110001,22.610001,22.110001,22.520000,22.438934,61300
2020-08-28,22.690001,22.690001,22.200001,22.370001,22.289476,31500
2020-08-31,22.290001,22.320000,21.950001,22.139999,22.060303,94200
2020-09-01,22.030001,22.290001,21.980000,22.270000,22.189835,68800
2020-09-02,22.270000,22.600000,22.100000,22.490000,22.409042,74100
2020-09-03,22.549999,22.559999,21.920000,22.090000,22.010483,112800
2020-09-04,22.430000,22.430000,21.850000,22.150000,22.070267,66100
2020-09-08,22.030001,22.030001,21.410000,21.520000,21.442535,72200
2020-09-09,21.559999,22.360001,21.559999,21.900000,21.821167,125900
2020-09-10,21.900000,22.090000,21.270000,21.290001,21.213364,157100
2020-09-11,21.379999,21.379999,20.680000,21.190001,21.113724,170800
2020-09-14,21.500000,22.330000,21.320000,22.190001,22.110123,165600
2020-09-15,22.440001,22.650000,21.100000,21.170000,21.093794,79400
2020-09-16,21.180000,21.620001,21.059999,21.350000,21.273148,92300
2020-09-17,21.120001,21.200001,20.889999,21.020000,20.944334,67200
2020-09-18,21.200001,21.590000,20.990000,21.459999,21.382750,179000
2020-09-21,21.049999,21.049999,20.370001,20.879999,20.804838,130500
2020-09-22,21.020000,21.020000,20.219999,20.379999,20.306637,53400
2020-09-23,20.240000,20.920000,20.240000,20.809999,20.735090,92200
2020-09-24,20.860001,21.309999,20.709999,21.049999,20.974226,73700
2020-09-25,20.860001,21.530001,20.860001,21.309999,21.233290,81800
2020-09-28,21.559999,22.230000,21.530001,21.990000,21.910843,87000
2020-09-29,22.080000,22.110001,21.740000,21.820000,21.741455,57900
2020-09-30,21.719999,22.400000,21.690001,22.309999,22.229691,69700
2020-10-01,22.290001,22.549999,21.959999,22.510000,22.428970,73400
2020-10-02,22.299999,23.549999,22.260000,23.500000,23.415407,102500
2020-10-05,23.570000,24.430000,23.570000,24.360001,24.272312,142500
2020-10-06,24.370001,24.480000,23.480000,23.580000,23.495119,116800
2020-10-07,23.770000,24.270000,23.520000,23.570000,23.485155,92200
2020-10-08,23.750000,23.980000,23.700001,23.790001,23.704365,84900
2020-10-09,23.850000,24.370001,23.719999,24.000000,23.913607,67100
2020-10-12,23.990000,24.340000,23.790001,24.150000,24.063066,49000
2020-10-13,23.910000,24.049999,23.590000,23.840000,23.754183,66800
2020-10-14,23.760000,24.020000,23.360001,23.490000,23.405443,103500
2020-10-15,23.209999,24.000000,22.980000,23.850000,23.764147,110900
2020-10-16,23.709999,24.309999,23.570000,24.049999,23.963427,77600
2020-10-19,24.150000,24.170000,23.610001,23.750000,23.664507,62400
2020-10-20,23.940001,24.080000,23.639999,23.770000,23.684435,58300
2020-10-21,23.879999,24.059999,23.760000,24.030001,23.943501,34500
2020-10-22,24.139999,24.650000,23.950001,24.500000,24.411808,46500
2020-10-23,24.559999,25.219999,24.559999,24.750000,24.660908,59500
2020-10-26,24.490000,24.490000,23.709999,24.040001,23.953465,48400
2020-10-27,24.049999,24.379999,23.750000,24.260000,24.172672,88800
2020-10-28,24.070000,26.180000,23.600000,25.500000,25.408207,304500
2020-10-29,25.780001,26.230000,25.070000,25.700001,25.607489,123000
2020-10-30,25.760000,26.129999,25.450001,25.809999,25.717091,121300
2020-11-02,26.139999,26.459999,25.950001,26.270000,26.175436,87600
2020-11-03,26.510000,27.930000,26.500000,27.740000,27.640144,108900
2020-11-04,27.330000,27.840000,27.070000,27.350000,27.251549,69400
2020-11-05,27.480000,28.260000,27.420000,27.780001,27.680000,47100
2020-11-06,27.889999,27.889999,26.969999,27.049999,27.049999,60400
2020-11-09,27.530001,28.610001,26.780001,26.790001,26.790001,128800
2020-11-10,27.129999,27.620001,26.510000,27.139999,27.139999,60300
2020-11-11,27.110001,27.549999,26.690001,27.070000,27.070000,49200
2020-11-12,26.990000,27.379999,26.520000,27.180000,27.180000,68800
2020-11-13,27.360001,28.100000,27.219999,27.879999,27.879999,60800
2020-11-16,28.530001,29.719999,28.250000,29.219999,29.219999,134300
2020-11-17,29.299999,29.790001,28.730000,28.920000,28.920000,57200
2020-11-18,28.930000,29.280001,28.610001,28.610001,28.610001,52200
2020-11-19,28.580000,28.990000,28.330000,28.719999,28.719999,46300
2020-11-20,28.680000,29.000000,28.120001,28.889999,28.889999,63000
2020-11-23,29.240000,29.389999,28.820000,28.900000,28.900000,58500
2020-11-24,29.150000,29.500000,28.950001,29.230000,29.230000,112600
2020-11-25,29.100000,29.270000,28.540001,28.809999,28.809999,70000
2020-11-27,28.740000,28.780001,28.000000,28.459999,28.459999,28800
